Customer ID,Age,income_usd,credit Score,tenure_years,monthly_visits,satisfaction,City,customer_segment,gender,is_active,churn_flag,signup_date,lead_source,notes_text
CUST-00902,39.2306382,25374.8326,739.937333,,4,2.879765213,Mumbai,Consumer,Male,1,No,2023-07-08,,good customer
CUST-00673,29.43350211,42602.97002,620.6148023,6.119819305,6,3.621786313,Hyderabad,consumer,m,Yes,No,2022-11-16,Email,
CUST-00259,36.39412443,"$99,869",661.6969663,4.111820183,9,4.572594383,Bengaluru,,m,N,No,2021-09-20,,
CUST-00845,39.57269391,38160.86506,782.3516365,4.763843967,,,,SMB,,yes,No,2023-05-11,,urgent
CUST-00868,,,481.0775621,9.177056694,4,4.165513966,Bengaluru,,f,Y,,2023-06-03,,complaint!!!
CUST-01800,32.68385416,,681 pts,1.859320023,5,4.116362645,Bengaluru,SMB,Female,,No,2026-01-08,Google Ads,
CUST-00139,61.9607707,65551.45088,738.1936199,6.148401548,6,2.762951867,Mumbai,UNKNOWN,M,yes,No,2021-05-21,Social,N/A
CUST-00894,38.46297348,,640.062029,10.10416052,7,4.878369804,Hyderabad,Consumer,,Y,No,2023-06-29,,normal
CUST-01838,34.9 years,50978.66918,495.1268157,2.888624171,7,,Mumbai,Consumer,Male,No,No,2026-02-15,Website,good customer
CUST-00550,45.95199164,72400.74885,,2.06411838,4,4.061881636,,Consumer,F,1,Yes,2022-07-14,???,good
CUST-00320,,47399.65106,599.1330775,6.123609134,8,,Chennai,,,1,No,,,ok
CUST-01527,52.38223804,"$543,686",,5.16537943,8,3.161141202,,SMB,f,no,No,2025-04-05,Referral,
CUST-01806,18,12981.20457,589.484554,4.607867504,2,4.210912036,Mumbai,SMB,Female,1,No,2026-01-14,email,
CUST-01178,39.78352514,60627.53069,744 pts,2.045260284,,3.697526718,Pune,SMB,m,,No,14/04/2024,,complaint!!!
CUST-00559,23.06633855,121096.3589,669.1129875,4.792658846,10,3.936580546,Chennai,Consumer,M,yes,No,2022-07-23,website,urgent
CUST-00140,72.96634959,,534.1594559,6.144812767,3,,Chennai,,,,No,2021-05-22,Google Ads,complaint!!!
CUST-01735,79.50467774,57190.06982,737.2132291,1.065190752,8,2.537617653,Delhi,consumer,Male,,No,,Website,
CUST-00532,26.70653485,"$74,109",,6.24994268,8,,Bengaluru,Consumer,m,Yes,No,2022-06-26,,VIP
CUST-00225,39.08587738,,659.4376939,1.977277083,7,1.802322585,Bengaluru,consumer,f,no,No,2021-08-17,Referral,normal
CUST-00724,20.04033572,60711.84746,679 pts,,6,5,Delhi,SMB,M,1,No,2023-01-07,email,
CUST-00787,38.53054854,55327.73567,786.7896568,5.5594229,10,4.197410956,Pune,Consumer,f,Yes,No,,,
CUST-01718,31.7 years,70249.36855,465.5862983,,8,4.129794995,Bengaluru,SMB,Male,Yes,No,2025-10-16,google_ads,
CUST-01008,33.50190245,98544.98534,616.6248606,8.283797273,7,5,Hyderabad,Consumer,f,yes,No,2023-10-24,???,urgent
CUST-00410,22.44233206,40963.85142,708.9819591,3.259997572,8,3.209672388,Bengaluru,SMB,M,Y,No,2022-02-21,Referral,follow-up needed
CUST-00326,46.76929629,73077.44254,543.0458864,1.932059215,5,4.274671632,Delhi,,Male,1,No,2021-11-28,website,ok
CUST-01766,,104657.5493,751.7430059,13.34309622,7,2.732855029,Delhi,Enterprise,Male,No,No,2025-12-04,Social,late payment
CUST-00300,41.9359458,46477.47137,524.2717896,0.9276929833,7,3.396302326,Hyderabad,Consumer,F,N,Yes,01/11/2021,Unknown,urgent
,47.54933612,,,0.6937098414,4,3.659781244,,Enterprise,,,No,2024-07-09,Referral,late payment
CUST-01946,18,53490.82343,635.1071102,2.578278578,12,3.489038308,,Consumer,m,Yes,Yes,2026-06-05,,ok
CUST-00026,33.8 years,,697.4179927,8.41148749,,,Hyderabad,UNKNOWN,M,0,Yes,2021-01-26,Google Ads,
CUST-01859,,43940.56558,six hundred,1.72510919,9,2.152766939,Kolkata,SMB,,no,No,,Referral,N/A
CUST-00715,,50884.67086,655.0410464,3.067360784,7,4.19988352,Chennai,Consumer,,,No,2022-12-29,Email,
CUST-01010,42.54611124,82609.96773,783.4060819,,7,,Bengaluru,,f,Y,No,2023-10-26,email,
CUST-00194,55.53733151,56124.71172,557.0046895,6.483603317,3,,Hyderabad,Consumer,F,1,No,2021-07-16,,normal
CUST-00441,35.72906791,57162.34758,719.0704288,,4,1.922056103,Hyderabad,UNKNOWN,Female,N,No,2022-03-25,Unknown,
CUST-00574,27.20366256,not available,,3.055760958,10,,Mumbai,,,0,Yes,07/08/2022,website,good
CUST-00947,42.03009508,,,,0,4.542787541,Delhi,SMB,f,no,No,2023-08-22,google_ads,late payment
CUST-00998,unknown,198223.8117,659.0703556,,3,3.791329602,Bengaluru,,Male,Y,No,2023-10-13,Referral,???
CUST-00504,20.0 years,71792.68401,,6.289647697,7,,Kolkata,Consumer,f,Yes,No,2022-05-28,,good
CUST-00606,44.49357933,33572.6602,846.9134297,1.699498549,3,3.584979338,Kolkata,,Male,No,No,2022-09-09,???,good customer
CUST-01717,30.99583572,,576.037379,9.240951136,5,4.953992375,Chennai,consumer,Male,Yes,No,2025-10-15,referral,ok
CUST-01164,,79795.82531,751.9486075,,4,3.87708153,Pune,Enterprise,Male,0,,2024-03-31,referral,ok
CUST-01787,51.31003774,"$45,886",,7.217735752,7,,Kolkata,Enterprise,,N,Yes,,,late payment
CUST-00847,75,40249.03412,691.6654109,1.000286529,3,2.868122651,,Enterprise,f,no,Yes,2023-05-13,Email,good
CUST-00004,49.2867766,63171.49138,633.2255817,,7,3.496871989,Chennai,SMB,M,Y,,2021-01-04,website,???
CUST-01287,22.08324676,26048.25293,667.9842227,10.43791814,4,2.18584753,Bengaluru,Enterprise,m,yes,No,2024-08-03,Unknown,urgent
CUST-01223,42.9 years,22054.25336,576.4419468,,9,1.982957881,Kolkata,Enterprise,f,No,No,2024-05-30,email,VIP
CUST-00468,61.24677395,113830.5077,676.8041998,,6,3.290627287,Bengaluru,Enterprise,M,1,No,2022-04-21,Referral,
CUST-00322,35.71218731,109849.5397,630.3079037,1.95219193,4,2.990150904,Bengaluru,Consumer,m,No,No,2021-11-24,Unknown,VIP
CUST-00006,22.37384592,101983.0094,bad,6.013934306,6,2.944502745,Chennai,Enterprise,F,Yes,No,2021-01-06,,good customer
CUST-00223,40.1188803,57663.80035,,2.090734339,6,4.567706181,Kolkata,,Female,0,No,2021-08-15,referral,complaint!!!
CUST-01375,37.70843139,54750.10295,,,4,,Delhi,Enterprise,m,,No,2024-11-01,Google Ads,
CUST-00548,25.9 years,167115.4715,622.5058201,5.015594755,6,4.752040842,Mumbai,Consumer,Male,Y,No,2022-07-12,google_ads,normal
CUST-00229,27.76107979,183013.1955,,3.873164946,3,3.698807741,Chennai,Consumer,m,Y,,2021-08-21,WEB,complaint!!!
CUST-00040,45.80711345,64673.99888,,3.441534355,1,3.61329165,Pune,,Female,Y,No,2021-02-09,email,urgent
CUST-00543,40.97199081,46110.2827,846.3238214,14.7306701,11,4.733386552,Hyderabad,Consumer,Female,,No,,,follow-up needed
CUST-00243,18,,547.686072,6.126695288,6,,Hyderabad,Consumer,Male,0,No,2021-09-04,email,normal
,,34219.41505,,3.779120727,4,3.529210905,Hyderabad,,M,N,No,2023-07-05,Google Ads,ok
CUST-01134,54.6 years,39030.82837,195.7076003,5.45704119,7,4.630168392,Hyderabad,UNKNOWN,M,no,No,not_a_date,Unknown,
CUST-01449,34.32121254,40905.66994,762.5323842,8.952130467,,2.672156461,Hyderabad,Consumer,m,no,No,2025-01-15,,
CUST-01869,33.55066197,65405.53285,606.0833429,,4,,Kolkata,Consumer,M,,No,2026-03-19,Social,good customer
CUST-00843,59.04429232,"$75,683",151.0397903,2.787810777,,3.348861255,Kolkata,,Female,yes,No,2023-05-09,Social,???
CUST-01419,49.65366808,"$59,291",717.4063548,3.904259087,,4.568425199,Mumbai,Enterprise,Male,no,Yes,2024-12-15,,???
CUST-01654,33.37244022,,619.6441693,2.905560034,9,3.250114464,Mumbai,Enterprise,F,,Yes,,google_ads,
CUST-01970,47.55852837,,636.6614522,1.266172699,10,3.886222779,Pune,Consumer,F,1,Yes,2026-06-30,???,ok
CUST-00662,37.78924608,37423.0554,628.3550937,10.96926877,5,3.50986864,Delhi,consumer,M,no,No,,email,
CUST-01211,??,56260.71557,838.4137988,8.479002687,4,2.829188114,,Consumer,Female,0,No,18/05/2024,Email,good
CUST-00315,47.93585812,72254.85881,697.5698135,12.9355488,,5,Bengaluru,SMB,F,,No,2021-11-16,Email,
CUST-00692,35.050862,31178.08519,,13.78239629,,4.180541627,,SMB,M,Y,Yes,2022-12-06,referral,follow-up needed
CUST-01504,41.96347935,28575.99758,647.063568,1.244212029,,3.360653966,Chennai,Enterprise,,N,No,2025-03-12,???,normal
CUST-00425,27.3 years,,758.1557028,1.039093144,6,4.250305071,Hyderabad,Consumer,m,Yes,No,2022-03-09,Unknown,good
CUST-00595,22.62716952,22710.58213,624.4083365,16.26457035,9,4.713854366,Hyderabad,consumer,M,Yes,Yes,2022-08-29,Google Ads,complaint!!!
CUST-01964,35.1664389,42820.57244,619.4016109,2.594159742,3,3.94310525,Chennai,Consumer,Male,yes,No,2026-06-24,Social,complaint!!!
CUST-00623,41.22696137,128108.7918,543.3772279,1.074656388,8,4.673277368,,SMB,Male,Y,No,2022-09-26,,complaint!!!
CUST-01171,,,671.0297369,11.51142322,6,3.604186897,Pune,,M,No,No,2024-04-07,Website,ok
CUST-01044,39.22311065,"$41,955",687.7388638,4.943497815,7,4.411709661,Delhi,SMB,Female,Yes,,2023-11-29,,late payment
CUST-00228,60.52213534,75636.44695,672.321216,,10,4.367688798,Pune,,M,yes,No,2021-08-20,,complaint!!!
CUST-01118,33.6647549,50554.71207,592 pts,4.737067834,9,,Hyderabad,UNKNOWN,Male,Yes,No,2024-02-13,,complaint!!!
CUST-01332,25.1 years,53960.89393,656.751028,3.420859682,8,3.863936839,Hyderabad,SMB,Female,0,No,2024-09-18,Google Ads,ok
CUST-01316,,88417.16204,721.762849,2.643169243,7,2.979559667,Kolkata,Consumer,F,,No,2024-09-01,Unknown,late payment
CUST-00067,33.81529913,93488.27809,713.7671649,5.966215131,3,4.911234373,Delhi,Consumer,f,0,,not_a_date,,good
CUST-00025,,,661.8761571,4.087785783,2,3.189077822,Bengaluru,,f,no,,2021-01-25,,follow-up needed
CUST-00145,28.24470686,"$37,026",707.0941689,3.400720017,4,3.510640554,Pune,Consumer,Female,yes,No,2021-05-27,,ok
CUST-00537,,,571.7741682,1.923503659,13,3.216179211,Pune,Consumer,Female,1,No,2022-07-01,Social,complaint!!!
CUST-00812,31.1 years,,,3.966555373,5,4.725906145,Pune,Consumer,,Yes,Yes,2023-04-07,Google Ads,good
CUST-01467,22.56327998,116359.5795,556.5536345,4.564323159,4,3.155286154,Mumbai,Enterprise,f,No,Yes,2025-02-02,,
CUST-00086,43.84366977,84328.78895,759.3503617,6.607004493,6,5,Mumbai,Enterprise,Male,no,No,2021-03-28,Social,good customer
CUST-01661,66.6 years,55452.14611,,,4,,Pune,Consumer,F,no,No,2025-08-19,???,N/A
CUST-01646,38.64149495,24405.63188,795.5218279,6.782258596,7,3.728095487,Hyderabad,,f,Yes,No,2025-08-04,Unknown,follow-up needed
CUST-01805,39.10824846,,501.8905799,1.710140897,4,4.453868179,Bengaluru,SMB,Male,1,,,Google Ads,N/A
CUST-01818,,60835.37241,573.9351026,3.206990159,8,,Chennai,Consumer,M,N,No,26/01/2026,Social,urgent
CUST-01577,38.35308291,66296.43712,552.7210025,6.880952138,,,Delhi,,Female,,No,,Website,ok
CUST-01145,38.17433458,44192.51066,672 pts,7.695226828,8,,Chennai,Consumer,f,Yes,No,,Google Ads,
CUST-00363,49.99789096,45312.70315,602.6426529,6.280065531,,4.990799062,,SMB,f,0,No,2022-01-04,Social,urgent
CUST-01612,35.0 years,,705.7868582,3.509496749,5,2.935446785,Hyderabad,,F,yes,,2025-06-30,Referral,good customer
CUST-01866,39.88679412,30157.33981,579.1013264,2.075979321,10,,Delhi,SMB,F,no,No,2026-03-16,,???
CUST-01027,18,,850,1.416175348,7,2.0993378,Chennai,,,No,Yes,12/11/2023,Unknown,follow-up needed
CUST-01031,52.3 years,,,2.58518792,8,4.222548557,Pune,Consumer,,No,No,2023-11-16,referral,good
CUST-01304,47.04626084,94078.3229,612.8666165,2.000952351,8,,Bengaluru,SMB,,0,No,2024-08-20,google_ads,urgent
CUST-01356,43.59413195,12431.4986,618.0079999,1.984516723,4,4.408123834,Bengaluru,Consumer,Female,,Yes,2024-10-12,WEB,ok
CUST-01731,,36696.06727,,,3,3.431798783,Bengaluru,SMB.,m,Yes,Yes,2025-10-29,???,???
CUST-00666,18,58713.59387,,7.769023418,5,5,Kolkata,,M,,No,2022-11-09,WEB,
CUST-00365,36.5 years,221380.0168,,2.94383915,7,3.846132874,Bengaluru,Consumer,m,no,No,,???,VIP
CUST-00078,39.9 years,56650.28934,760.1712892,2.347823055,5,,Bengaluru,Enterprise,Female,0,Yes,2021-03-20,Unknown,follow-up needed
CUST-00028,42.38532877,"$13,148",699 pts,6.906179799,,4.587727143,,UNKNOWN,M,yes,Yes,2021-01-28,google_ads,VIP
CUST-01437,32.72014755,38439.18284,,2.938345196,8,,Delhi,Consumer,m,yes,,2025-01-03,website,late payment
CUST-00526,32.68957146,,,1.783799371,9,3.828557748,Pune,Consumer,M,1,Yes,2022-06-19,,ok
CUST-01835,44.94393961,120836.4195,700.3052559,2.673705859,4,4.134709188,Delhi,,Female,Yes,Yes,2026-02-12,referral,
CUST-00056,30.33346582,,613.2702114,,8,3.504189178,Delhi,Consumer,m,0,No,2021-02-26,Website,
CUST-00639,44.95473371,,484.8291131,6.578990522,5,,Bengaluru,SMB,M,Yes,No,2022-10-13,,ok
CUST-00303,48.36593616,,706.5282645,3.73658852,5,4.065068489,Delhi,SMB,Female,N,No,2021-11-04,WEB,N/A
CUST-00719,33.78857141,,621 pts,8.685267072,2,4.233515031,Bengaluru,Consumer,Female,Y,No,2023-01-02,,follow-up needed
CUST-00625,43.65363552,,776.0425202,3.897959946,,4.308428897,Hyderabad,SMB,m,No,No,2022-09-28,Referral,urgent
CUST-00008,34.20508889,29854.06713,663.3456146,5.275283739,6,3.782253054,Delhi,SMB,,1,No,2021-01-08,WEB,follow-up needed
CUST-00804,42.55136041,32049.53805,682 pts,4.894943916,,5,Mumbai,Consumer,Female,yes,No,2023-03-30,Google Ads,good
CUST-01050,43.25014698,120336.3688,,7.857241825,5,3.061241812,Pune,Enterprise,Female,1,No,2023-12-05,Social,N/A
CUST-00337,29.94631667,,,2.126006082,12,3.136450815,Delhi,SMB,f,0,No,2021-12-09,,normal
CUST-00048,40.68314659,578612.1208,,6.817226087,8,,,SMB.,F,N,No,2021-02-17,email,
CUST-01764,25.31414151,76097.05008,687.1693556,11.82848765,4,3.303239566,,,Male,N,,2025-12-02,Referral,good
CUST-00107,26.59973534,118844.7724,716.105982,5.770610512,12,3.351004376,Hyderabad,Enterprise,F,1,No,2021-04-19,WEB,
CUST-00350,55.71138858,,581.8416819,2.782086788,5,4.249182674,Pune,SMB,F,No,Yes,2021-12-22,referral,
CUST-01080,55.22360188,,none,3.120418385,7,,Mumbai,SMB,m,No,Yes,2024-01-05,Website,follow-up needed
CUST-00239,25.25102706,33480.21297,782.4505971,2.544588702,5,3.521019401,Bengaluru,Consumer,m,Yes,No,2021-08-31,,follow-up needed
CUST-00214,32.1899668,146263.4846,,1.300210733,5,4.348814241,Bengaluru,SMB,m,,No,2021-08-06,,N/A
CUST-01776,41.56299045,32863.29837,,,8,5,Pune,Consumer,F,1,No,2025-12-14,google_ads,follow-up needed
CUST-01139,36.93444263,73915.44502,683.2033545,4.844983205,6,4.303692769,Pune,SMB,f,0,No,2024-03-05,website,
CUST-00794,42.69517592,,691.1011874,8.286475705,,3.957314905,Mumbai,Enterprise,m,yes,Yes,,,late payment
CUST-01587,18,,,5.261203864,3,,,SMB,Female,no,No,2025-06-05,,normal
CUST-01583,44.60242995,not available,644.6500432,1.564779164,8,5,,Consumer,,N,No,2025-06-01,website,???
CUST-01672,N/A,73480.28275,688.2060921,1.972104863,,4.596400234,Mumbai,Enterprise,Female,No,Yes,,WEB,
CUST-00524,35.70387216,20431.33813,632 pts,1.229388137,,4.511532311,Hyderabad,SMB.,m,No,No,2022-06-17,,good
CUST-00233,41.78726004,,670.8743758,5.429313171,3,3.393967577,,,m,N,Yes,2021-08-25,,complaint!!!
CUST-00645,33.95209806,121901.7592,625.8033226,2.753073566,6,2.757496647,Hyderabad,Consumer,,No,Yes,2022-10-19,Website,normal
CUST-01508,37.48239692,,,3.616598111,8,3.181686209,Pune,,M,,No,16/03/2025,Google Ads,normal
CUST-00534,,59582.76344,758.9613718,4.773973477,1,3.758560773,Delhi,SMB,f,0,No,2022-06-28,Email,late payment
CUST-01942,39.13792232,,458.0585273,1.355044906,8,4.138825186,Chennai,SMB,f,Y,No,01/06/2026,referral,ok
CUST-00604,30.46894956,61554.43237,216.6210147,6.897778383,,2.875283773,Delhi,SMB,m,yes,Yes,2022-09-07,Website,good
CUST-01330,46.90434684,,728.2369591,2.351762899,3,2.711637356,Chennai,SMB,F,Y,Yes,2024-09-16,,
CUST-01075,27.04546416,110445.937,588.5442853,,6,2.995700605,,Enterprise,f,,No,2023-12-31,Email,VIP
CUST-01305,34.98676894,300670.4734,532.5546315,8.380858984,9,2.030724904,Delhi,Consumer,m,Y,No,2024-08-21,google_ads,ok
CUST-00061,18,24815.80301,,2.790627738,6,2.825116528,Kolkata,SMB,F,yes,No,,Website,
CUST-01264,32.63410811,133470.9629,547.8986965,1.742518186,7,2.455526,,Enterprise,,yes,,2024-07-11,Google Ads,follow-up needed
CUST-00093,32.92042026,59137.41375,601.8859784,18.22431274,4,2.914627333,,Enterprise,,N,No,2021-04-04,referral,urgent
CUST-00667,18.61209993,44149.48523,657 pts,0.6898686451,11,,Chennai,Enterprise,m,,No,2022-11-10,Social,late payment
CUST-00281,43.76172084,108496.6448,726 pts,2.688013112,6,4.402139074,Bengaluru,Consumer,f,N,No,2021-10-13,Referral,VIP
CUST-01114,35.11475364,84442.7987,,7.779167625,10,3.29163142,Kolkata,,M,1,Yes,09/02/2024,google_ads,late payment
CUST-00360,36.22965584,130525.4053,671.387048,7.608393116,3,3.450502501,Chennai,Consumer,f,yes,No,2022-01-01,Email,
CUST-01129,,36890.48887,707.3259827,12.2230162,4,,Hyderabad,Consumer,m,yes,Yes,2024-02-24,referral,complaint!!!
CUST-01170,33.63700052,,850,9.064703359,11,1.903054901,,Consumer,Male,1,No,2024-04-06,???,N/A
CUST-00848,,39090.57632,542.9447512,5.503069233,10,2.704361545,Delhi,SMB.,m,1,No,2023-05-14,WEB,
CUST-01522,18,"$56,234",642.8923237,1.628608091,5,2.707630643,Hyderabad,Enterprise,M,N,No,2025-03-30,???,
CUST-00111,43.21308372,68175.37286,,13.34563478,7,5,Delhi,Consumer,f,Yes,No,2021-04-23,email,good customer
CUST-00043,30.01388351,157807.8048,562.0872356,,7,4.523376119,Hyderabad,Consumer,M,N,No,,,normal
CUST-00126,42.28245271,61165.48465,576.5128547,5.441526642,6,3.473700339,Mumbai,Consumer,F,yes,No,2021-05-08,email,good
CUST-00205,,,764.2050627,,8,3.451466747,Hyderabad,consumer,Male,,No,2021-07-27,email,
CUST-00053,20.51413016,,763.713501,,7,1.302859416,Kolkata,SMB,Male,Y,No,2021-02-22,,
CUST-00546,??,error,669 pts,8.202979922,1,5,Delhi,,Female,No,No,2022-07-10,google_ads,late payment
CUST-00069,48.29571058,"$73,642",667.7597118,,9,3.669032548,Mumbai,Enterprise,m,N,No,2021-03-11,,good customer
CUST-01741,33.3 years,22970.53097,731.1534573,1.972075553,5,4.258243083,Chennai,,M,no,No,2025-11-09,website,urgent
CUST-01548,28.4 years,97930.42345,850,4.524183113,48,3.553688791,Hyderabad,Consumer,m,N,No,2025-04-26,,
CUST-00184,51.27546452,31690.80339,709.4694986,3.514372616,,,Chennai,Consumer,m,1,No,2021-07-06,Email,normal
CUST-00138,,87601.70135,,1.532022174,6,5,Bengaluru,Enterprise,m,0,No,2021-05-20,,ok
CUST-00900,19.57229516,85801.32485,796.2487443,1.678492485,9,,Pune,Enterprise,M,Yes,No,2023-07-06,Unknown,follow-up needed
CUST-00797,49.94841663,,723.4437715,6.192184734,4,,Chennai,Consumer,M,,Yes,2023-03-23,Google Ads,ok
CUST-00133,45.62181136,,710.8509742,5.736043316,,3.94545796,Bengaluru,SMB.,,0,No,2021-05-15,Referral,urgent
CUST-00081,43.48130285,,644.091811,,7,3.29601683,Chennai,Consumer,F,yes,Yes,2021-03-23,???,
CUST-01987,40.38057393,,484.6517888,6.544600885,8,5,Kolkata,Consumer,Male,no,Yes,2026-07-17,referral,good
CUST-01541,34.86920212,60625.18049,738.6728518,0.408622599,4,2.94798701,Bengaluru,Consumer,,yes,No,,???,complaint!!!
CUST-00542,28.0852464,68826.15197,606.4770522,3.216547986,3,3.246787962,Delhi,SMB,F,,No,2022-07-06,,N/A
CUST-01669,41.4 years,21187.70405,,19.42017678,9,3.903213656,Kolkata,Consumer,,yes,No,,,???
CUST-00984,46.82699711,63430.28242,560.2906323,99999,5,3.640325564,Bengaluru,consumer,f,yes,,2023-09-29,Social,VIP
CUST-00166,67.91218466,109212.9304,588.1699339,9.223727665,3,3.932393653,Chennai,,f,Y,Yes,2021-06-18,Google Ads,???
CUST-00249,72.86080603,not available,768.0502979,2.210939542,6,4.208073986,,Enterprise,Male,Y,No,2021-09-10,Google Ads,N/A
CUST-00447,50.806669,"$44,722",604.1428215,6.690667297,9,4.346075939,Bengaluru,Consumer,M,Yes,No,2022-03-31,WEB,good
CUST-01515,18.0 years,,,2.901686311,40,2.242637756,Hyderabad,SMB,m,N,Yes,,Google Ads,complaint!!!
CUST-00859,18,45629.31675,,3.77829518,6,4.457918388,Hyderabad,consumer,F,1,No,2023-05-25,Unknown,N/A
CUST-01212,32.13107038,,521.9067058,,2,4.157505207,,Enterprise,M,Y,No,2024-05-19,Google Ads,
CUST-00098,26.03303807,35333.92458,541.254805,2.010109309,11,4.656627443,Pune,UNKNOWN,F,1,No,2021-04-09,Email,normal
CUST-01974,58.3590402,,,5.837381987,,3.461280387,Bengaluru,SMB.,M,Yes,,2026-07-04,website,good
CUST-00738,47.7 years,48327.47935,512.606384,7.139854522,3,4.143557358,Kolkata,Consumer,M,,Yes,,???,good customer
CUST-01256,30.45818324,66382.60749,701.5386538,10.37713256,12,,Pune,consumer,F,0,Yes,2024-07-02,referral,ok
CUST-00103,33.72483235,37141.40785,742.3118016,16.29954286,9,3.586367376,Bengaluru,,m,N,No,2021-04-14,,urgent
CUST-00435,49.1395639,48129.37556,642.0103689,3.910111183,10,4.535009824,,SMB.,F,Yes,No,2022-03-19,website,normal
CUST-00075,39.70910883,56735.85453,850 pts,15.33137267,,3.300270243,Hyderabad,Consumer,m,yes,No,2021-03-17,referral,
CUST-01792,37.9 years,128912.2889,702 pts,8.669514706,6,,Pune,UNKNOWN,m,yes,No,2025-12-31,Website,complaint!!!
CUST-01235,41.92411843,337030.2901,665.5386156,3.498297797,,4.935102644,Delhi,,F,,No,2024-06-11,Google Ads,ok
CUST-00919,,,,,,3.581743296,Pune,Consumer,M,1,No,2023-07-25,website,urgent
CUST-01712,18,79427.28898,,,7,4.469626788,Hyderabad,,Male,1,No,2025-10-10,website,N/A
CUST-01671,36.92815517,,600.0998322,10.87928835,7,3.326556021,Pune,,Female,,No,2025-08-29,Social,N/A
CUST-01621,44.92883093,65883.2255,734.1518172,9.915075964,,4.45816111,Hyderabad,Enterprise,M,1,Yes,2025-07-09,Referral,
CUST-00763,,41013.34273,661.846638,5.275871416,7,1.915813215,Hyderabad,,Female,1,No,not_a_date,referral,
CUST-00990,32.2065181,117728.2949,650.6491217,14.68551367,10,3.218400724,Chennai,Consumer,M,,Yes,2023-10-05,WEB,???
CUST-00389,41.31529015,102006.3669,545.6807216,,5,3.885414791,Kolkata,UNKNOWN,m,yes,,2022-01-31,referral,urgent
CUST-00236,30.15024272,30974.48949,,6.758219605,10,,Hyderabad,SMB,f,,Yes,2021-08-28,referral,VIP
CUST-01507,18,49782.13159,554.8399541,,3,4.917788983,Hyderabad,,Male,1,No,2025-03-15,Referral,
CUST-00268,42.2210769,,850,5.341369283,4,5,Hyderabad,SMB,Male,Yes,,2021-09-30,WEB,???
CUST-01188,42.3843649,36949.5533,,,,3.226952916,,Consumer,m,,No,2024-04-24,Email,good customer
CUST-00118,38.26222575,58351.02846,602.0666299,2.093688059,8,,Delhi,Consumer,M,yes,Yes,2021-04-30,,complaint!!!
CUST-01607,thirty,,709.7346869,7.796726078,8,2.930955741,Hyderabad,Consumer,Male,0,Yes,2025-06-25,google_ads,follow-up needed
CUST-00674,22.19803747,71822.09888,528.2057997,5.782926897,12,99999,Bengaluru,Consumer,f,0,,,Social,
CUST-00250,,104423.3004,631.7983919,2.076078764,3,3.323953691,Chennai,,M,Y,No,2021-09-11,Website,late payment
CUST-01453,36.73731039,,703.8011796,3.491564385,5,,Pune,SMB,f,No,No,2025-01-19,Google Ads,late payment
CUST-01995,,,633.5435092,,11,4.139946592,,Consumer,M,Yes,No,2026-07-25,Unknown,N/A
CUST-00095,,57937.16599,810 pts,3.520328171,,3.446032638,Mumbai,SMB,Male,0,No,2021-04-06,referral,???
CUST-00034,28.23472726,44213.5177,674.9031816,2.379835818,5,3.588288192,Bengaluru,Consumer,Female,N,Yes,2021-02-03,referral,complaint!!!
CUST-01464,43.51647146,25730.91077,,3.619861655,5,4.0245481,Chennai,SMB.,F,,No,2025-01-30,referral,normal
CUST-01668,38.02399228,30024.75632,649.623282,9.781595966,,,,,F,,Yes,,Google Ads,VIP
CUST-00449,51.37510933,83953.61254,,2.832722997,7,,,SMB,f,yes,No,2022-04-02,???,N/A
CUST-00717,,,,7.086255442,5,3.884986354,Hyderabad,consumer,,0,No,2022-12-31,Email,urgent
CUST-01810,49.52881169,68661.6019,700.4268509,8.125025595,6,4.536614014,Pune,SMB,F,0,No,2026-01-18,Referral,urgent
CUST-01518,53.74430315,,691.6844784,5.372331087,11,4.33657791,Bengaluru,SMB,Female,N,No,2025-03-26,,
CUST-00001,41.65660496,42895.20921,482.2308171,5.586051984,1,4.008060599,Bengaluru,SMB,m,Yes,Yes,2021-01-01,Email,follow-up needed
CUST-01376,42.37441387,"$39,362",728.2392884,6.699690347,4,2.139560982,Chennai,Enterprise,F,No,No,2024-11-02,WEB,
CUST-01102,45.36919013,"$41,269",696.3806139,1.444193537,3,4.207940804,Mumbai,Consumer,F,0,No,27/01/2024,Email,
CUST-01109,53.64278081,27001.85352,622.7125982,4.454754645,7,3.586324322,Mumbai,,M,yes,No,2024-02-04,Email,
CUST-01227,46.74457081,"$33,259",660.8639319,10.30782273,5,,Hyderabad,SMB,f,1,No,2024-06-03,Social,complaint!!!
CUST-00083,33.64335384,29160.4104,705 pts,1.414515856,3,3.921981161,Mumbai,Enterprise,F,,Yes,2021-03-25,Social,normal
CUST-01289,62.04211292,43989.8832,,3.509608286,9,2.895185136,Mumbai,Consumer,F,N,No,2024-08-05,Unknown,
CUST-00677,66.59122739,130127.1341,712.627018,5.827272665,9,4.433765931,Hyderabad,,F,Yes,No,,Social,urgent
CUST-01921,24.87515526,65695.40455,718.251881,8.957181219,1,,Hyderabad,Consumer,f,,No,2026-05-11,,???
CUST-01047,31.54804908,71826.24876,620.7271478,2.40544736,6,2.9617589,Mumbai,,Female,Yes,No,2023-12-02,Social,VIP
CUST-00771,58.74794409,93651.65941,494.5953663,4.140030503,5,3.585922915,Pune,Enterprise,M,0,Yes,2023-02-24,google_ads,
